New Moon Date Time (IST)
1947/08/16 16:42 +05:30
1947/09/15 00:58 +05:30
1947/10/14 11:40 +05:30
1947/11/13 01:30 +05:30
1947/12/12 18:23 +05:30
1948/01/11 13:14 +05:30
1948/02/10 08:31 +05:30
1948/03/11 02:44 +05:30
1948/04/09 18:46 +05:30
1948/05/09 09:00 +05:30
1948/06/07 19:25 +05:30
1948/07/07 03:38 +05:30
1948/08/05 10:42 +05:30
1948/09/03 17:51 +05:30
1948/10/03 01:11 +05:30
1948/11/01 11:32 +05:30
1948/12/01 00:14 +05:30
1948/12/30 15:14 +05:30
1949/01/29 08:12 +05:30
1949/02/28 02:24 +05:30
1949/03/29 20:40 +05:30
1949/04/28 14:32 +05:30
1949/05/28 04:53 +05:30
1949/06/26 16:31 +05:30
1949/07/26 02:03 +05:30
1949/08/24 10:29 +05:30
1949/09/22 17:50 +05:30
1949/10/22 02:52 +05:30
1949/11/20 12:59 +05:30
1949/12/20 00:25 +05:30
1950/01/18 13:29 +05:30
1950/02/17 04:22 +05:30
1950/03/18 20:50 +05:30
1950/04/17 13:55 +05:30
1950/05/17 07:24 +05:30
1950/06/15 22:22 +05:30
1950/07/15 11:35 +05:30
1950/08/13 23:18 +05:30
1950/09/12 08:58 +05:30
1950/10/11 19:03 +05:30
1950/11/10 04:55 +05:30
1950/12/09 14:58 +05:30
1951/01/08 01:39 +05:30
1951/02/06 13:23 +05:30
1951/03/08 02:20 +05:30
1951/04/06 16:21 +05:30
1951/05/06 08:05 +05:30
1951/06/04 23:10 +05:30
1951/07/04 14:18 +05:30
1951/08/03 05:09 +05:30
1951/09/01 19:19 +05:30
1951/10/01 07:26 +05:30
1951/10/30 19:24 +05:30
1951/11/29 06:30 +05:30
1951/12/28 17:13 +05:30
1952/01/27 03:56 +05:30
1952/02/25 14:45 +05:30
1952/03/26 01:42 +05:30
1952/04/24 12:57 +05:30
1952/05/24 00:57 +05:30
1952/06/22 14:15 +05:30
1952/07/22 05:00 +05:30
1952/08/20 20:50 +05:30
1952/09/19 12:51 +05:30
1952/10/19 04:12 +05:30
1952/11/17 18:25 +05:30
1952/12/17 07:32 +05:30
1953/01/15 19:38 +05:30
1953/02/14 06:40 +05:30
1953/03/15 16:35 +05:30
1953/04/14 01:38 +05:30
1953/05/13 10:35 +05:30
1953/06/11 20:24 +05:30
1953/07/11 07:58 +05:30
1953/08/09 21:39 +05:30
1953/09/08 13:17 +05:30
1953/10/08 06:10 +05:30
1953/11/06 23:27 +05:30
1953/12/06 16:17 +05:30
1954/01/05 07:51 +05:30
1954/02/03 21:25 +05:30
1954/03/05 08:41 +05:30
1954/04/03 17:54 +05:30
1954/05/03 01:52 +05:30
1954/06/01 09:32 +05:30
1954/06/30 17:55 +05:30
1954/07/30 03:49 +05:30
1954/08/28 15:50 +05:30
1954/09/27 06:20 +05:30
1954/10/26 23:16 +05:30
1954/11/25 18:00 +05:30
1954/12/25 13:03 +05:30
1955/01/24 06:36 +05:30
1955/02/22 21:24 +05:30
1955/03/24 09:12 +05:30
1955/04/22 18:36 +05:30
1955/05/22 02:28 +05:30
1955/06/20 09:41 +05:30
1955/07/19 17:04 +05:30
1955/08/18 01:27 +05:30
1955/09/16 11:49 +05:30
1955/10/16 01:02 +05:30
1955/11/14 17:31 +05:30
1955/12/14 12:37 +05:30
1956/01/13 08:31 +05:30
1956/02/12 03:07 +05:30
1956/03/12 19:06 +05:30
1956/04/11 08:08 +05:30
1956/05/10 18:34 +05:30
1956/06/09 02:59 +05:30
1956/07/08 10:07 +05:30
1956/08/06 16:54 +05:30
1956/09/05 00:27 +05:30
1956/10/04 09:54 +05:30
1956/11/02 22:13 +05:30
1956/12/02 13:42 +05:30
1957/01/01 07:43 +05:30
1957/01/31 02:54 +05:30
1957/03/01 21:42 +05:30
1957/03/31 14:48 +05:30
1957/04/30 05:23 +05:30
1957/05/29 17:09 +05:30
1957/06/28 02:23 +05:30
1957/07/27 09:58 +05:30
1957/08/25 17:02 +05:30
1957/09/24 00:48 +05:30
1957/10/23 10:13 +05:30
1957/11/21 21:49 +05:30
1957/12/21 11:41 +05:30
1958/01/20 03:37 +05:30
1958/02/18 21:08 +05:30
1958/03/20 15:19 +05:30
1958/04/19 08:53 +05:30
1958/05/19 00:30 +05:30
1958/06/17 13:29 +05:30
1958/07/17 00:03 +05:30
1958/08/15 09:03 +05:30
1958/09/13 17:32 +05:30
1958/10/13 02:21 +05:30
1958/11/11 12:03 +05:30
1958/12/10 22:53 +05:30
1959/01/09 11:03 +05:30
1959/02/08 00:52 +05:30
1959/03/09 16:21 +05:30
1959/04/08 08:58 +05:30
1959/05/08 01:41 +05:30
1959/06/06 17:23 +05:30
1959/07/06 07:30 +05:30
1959/08/04 20:03 +05:30
1959/09/03 07:25 +05:30
1959/10/02 18:00 +05:30
1959/11/01 04:11 +05:30
1959/11/30 14:15 +05:30
1959/12/30 00:38 +05:30
1960/01/28 11:45 +05:30
1960/02/26 23:53 +05:30
1960/03/27 13:07 +05:30
1960/04/26 03:14 +05:30
1960/05/25 17:56 +05:30
1960/06/24 08:56 +05:30
1960/07/24 00:00 +05:30
1960/08/22 14:45 +05:30
1960/09/21 04:42 +05:30
1960/10/20 17:32 +05:30
1960/11/19 05:16 +05:30
1960/12/18 16:16 +05:30
1961/01/17 02:59 +05:30
1961/02/15 13:40 +05:30
1961/03/17 00:20 +05:30
1961/04/15 11:07 +05:30
1961/05/14 22:24 +05:30
1961/06/13 10:46 +05:30
1961/07/13 00:41 +05:30
1961/08/11 16:05 +05:30
1961/09/10 08:19 +05:30
1961/10/10 00:22 +05:30
1961/11/08 15:28 +05:30
1961/12/08 05:21 +05:30
1962/01/06 18:05 +05:30
1962/02/05 05:39 +05:30
1962/03/06 16:00 +05:30
1962/04/05 01:14 +05:30
1962/05/04 09:54 +05:30
1962/06/02 18:56 +05:30
1962/07/02 05:22 +05:30
1962/07/31 17:53 +05:30
1962/08/30 08:38 +05:30
1962/09/29 01:09 +05:30
1962/10/28 18:34 +05:30
1962/11/27 11:59 +05:30
1962/12/27 04:28 +05:30
1963/01/25 19:11 +05:30
1963/02/24 07:35 +05:30
1963/03/25 17:39 +05:30
1963/04/24 01:58 +05:30
1963/05/23 09:29 +05:30
1963/06/21 17:15 +05:30
1963/07/21 02:12 +05:30
1963/08/19 13:04 +05:30
1963/09/18 02:20 +05:30
1963/10/17 18:12 +05:30
1963/11/16 12:20 +05:30
1963/12/16 07:36 +05:30
1964/01/15 02:13 +05:30
1964/02/13 18:31 +05:30
1964/03/14 07:43 +05:30
1964/04/12 18:07 +05:30
1964/05/12 02:31 +05:30
1964/06/10 09:52 +05:30
1964/07/09 17:00 +05:30
1964/08/08 00:46 +05:30
1964/09/06 10:03 +05:30
1964/10/05 21:49 +05:30
1964/11/04 12:46 +05:30
1964/12/04 06:48 +05:30
1965/01/03 02:36 +05:30
1965/02/01 22:05 +05:30
1965/03/03 15:25 +05:30
1965/04/02 05:50 +05:30
1965/05/01 17:25 +05:30
1965/05/31 02:42 +05:30
1965/06/29 10:22 +05:30
1965/07/28 17:14 +05:30
1965/08/27 00:20 +05:30
